SUB,ITEM,condition,log_rt,gpt2_s_surprisal,cloze_surprisal,word_length,log_freq
1513268790,46,LC,6.270988431858299,7.476858379073967,4.491853110756625,4,4.11
1513268790,47,LC,6.12029741895095,5.574600585612553,6.523561984910914,10,4.68
1513268790,48,LC,6.391917113392602,18.85593293730351,33.219280948873624,6,4.42
1513268790,49,LC,6.144185634125646,3.2896752026059586,5.491853110756625,3,4.79
1513268790,50,LC,5.703782474656201,13.663571704435489,33.219280948873624,3,4.01
1513268790,51,LC,6.483107351457199,4.840248769005731,33.219280948873624,7,4.63
1513268790,52,LC,5.703782474656201,7.680605537620533,4.906890610035469,3,4.18
1513268790,53,LC,6.263398262591624,5.89186558079172,5.491853110756625,6,3.59
1513268790,54,LC,6.309918278226516,8.595479631636106,33.219280948873624,2,6.95
1513268790,55,LC,6.236369590203704,11.390911780123128,33.219280948873624,7,3.62
1513268790,56,LC,5.703782474656201,4.959921176782108,33.219280948873624,6,4.8
1513268790,57,LC,6.315358001522335,15.661739062803566,5.539158834191152,9,4.16
1513268790,58,LC,6.35088571671474,2.686069240716617,6.5077946387560015,5,5.61
1513268790,59,LC,6.853293998241737,4.72994391225655,33.219280948873624,6,4.21
1513268790,60,LC,6.483107351457199,1.0465758283065485,5.491853110756625,5,4.44
1513268790,61,LC,6.453624998892692,13.46444197909495,6.475733438179873,7,2.71
1513268790,62,LC,5.703782474656201,2.8589699349697315,5.5077946387560015,3,4.94
1513268790,63,LC,6.171700597410915,5.089329178458526,33.219280948873624,10,5.0
1513268790,64,LC,6.2878585601617845,9.731364502691854,6.475733438179873,4,3.99
1513268790,65,LC,5.703782474656201,4.753446373392857,33.219280948873624,6,4.26
1513268790,66,LC,6.218600119691729,14.400324742813655,33.219280948873624,7,3.82
1513268790,67,LC,6.2285110035911835,1.0590505898868825,4.475733438179873,4,5.62
1513268790,68,LC,6.3473892096560105,1.114306895782594,33.219280948873624,3,4.32
1513268790,69,LC,6.400257445308821,4.034823058138043,6.491853110756625,4,5.13
1513268790,70,LC,6.486160788944089,8.388111206392972,6.539158834191152,12,4.4
1513268790,71,LC,6.419994928147142,4.760211138981895,33.219280948873624,8,3.91
1513268790,72,LC,6.536691597591305,10.63078148397848,33.219280948873624,8,4.06
1513268790,73,LC,6.853293998241737,7.846947157535042,5.5077946387560015,5,5.02
1513268790,74,LC,6.142037405587356,11.443318333494044,4.475733438179873,4,4.45
1513268790,149,MC,6.315358001522335,2.8701981662966114,2.758991897832768,7,4.86
1513268790,150,MC,6.269096283706261,12.052151244845277,3.507794638756001,5,2.83
1513268790,151,MC,6.803505257608338,3.7912742986675982,3.700439716698397,9,4.72
1513268790,152,MC,6.1463292576688975,11.676587345957117,1.7752937151003247,9,4.68
1513268790,153,MC,6.210600077024653,6.662747544337707,2.420331797505662,7,4.56
1513268790,154,MC,6.285998094508865,5.6719912651084465,3.3058084224709097,7,4.42
1513268790,155,MC,6.2878585601617845,7.963414496629939,1.3882705893766007,5,3.42
1513268790,156,MC,6.369900982828227,2.786560423442265,3.475733438179873,3,6.52
1513268790,157,MC,6.267200548541362,5.989572364399899,3.4918530945263058,8,5.47
1513268790,158,MC,6.230481447578482,7.903753027115028,2.0995356756119072,9,4.78
1513268790,159,MC,6.2422232654551655,9.668418164545464,2.1538053368725176,5,5.03
1513268790,160,MC,5.717027701406222,15.82903690625687,2.43609911243047,7,4.9
1513268790,161,MC,6.403574197934815,10.344679401170351,3.2016338634779626,5,4.23
1513268790,162,MC,5.703782474656201,5.1077944565288947e-05,2.115477215977241,6,4.4
1513268790,163,MC,6.725033642166843,5.1803716343457715,1.7045441156188983,5,4.7
1513268790,164,MC,6.1070228877422545,2.3096413537273905,2.032421480315459,3,5.68
1513268790,165,MC,6.269096283706261,9.904808318156393,1.491853094526306,5,5.26
1513268790,166,MC,6.368187186350492,7.690370712536524,1.684498174787319,6,3.53
1513268790,167,MC,6.1779441140506,0.6773607647075199,2.568842834011364,3,5.32
1513268790,168,MC,6.282266746896006,5.385179581882859,2.4918530945263058,8,4.85
1513268790,169,MC,5.720311776607412,0.4038613555763059,1.201633860159764,8,4.85
1513268790,170,MC,5.703782474656201,6.202956054839609,2.7752937101618684,4,5.81
1513268790,171,MC,5.703782474656201,4.578361155508484,1.720845926505304,5,4.44
1513268790,172,MC,5.703782474656201,10.823872060031803,2.2278059179784,9,3.13
1513268790,173,MC,5.703782474656201,17.273571022125005,2.922832138034845,12,2.55
1513268790,174,MC,6.478509642208569,10.30588561858053,2.305808429604235,6,4.12
1513268790,175,MC,6.251903883165888,1.2071772692745346,1.491853094526306,6,6.25
1513268790,176,MC,6.030685260261263,5.048619509138093,1.6338721021970646,9,4.72
1513268790,177,MC,5.703782474656201,1.0956511637215764,2.8073549206149093,4,6.29
1513268790,178,MC,6.0844994130751715,11.82578985441965,3.3058084224709097,5,2.64
1513268790,179,MC,6.47543271670409,4.041734008980314,2.6683785069508503,5,6.08
1513268790,180,MC,6.2878585601617845,10.035764163690576,2.032421480315459,7,4.21
1513268790,181,MC,5.703782474656201,0.7592487990676512,2.6844981701500847,6,5.32
1513268790,182,MC,6.371611847231857,6.4552215829863835,3.71620702493104,5,3.85
1513268790,183,MC,6.939639798916294,2.133853930679544,2.874469121763328,6,4.79
1513268790,184,MC,6.57507584059962,1.5556314041789967,1.491853094526306,9,3.2
1513268790,185,MC,6.4967749901858625,0.5128904020257242,3.6844981701500847,7,5.25
1513268790,186,MC,5.703782474656201,5.210224038917236,1.6166713583325416,6,4.32
1513268790,187,MC,6.192362489474872,1.0781670634695617,2.0834160092868337,3,4.72
1513268790,188,MC,6.418364935936212,3.42020590702721,3.3536369539735027,6,4.75
1513268790,189,MC,5.703782474656201,3.2995944739771224,2.032421480315459,7,4.65
1513268790,190,MC,6.144185634125646,7.0993028018430335,2.1699250028850074,8,3.54
1513268790,191,MC,6.192362489474872,6.315324015468541,2.2439255836454026,5,4.21
1513268790,192,MC,6.255750041753367,6.368107554810147,3.475733438179873,8,3.7
1513268790,193,MC,5.703782474656201,10.975096020661734,2.2278059179784,6,2.63
1513268790,194,MC,6.07993319509559,2.93263165217813,3.1538053304525246,5,3.85
1513268790,195,MC,6.591673732008658,9.308197750590896,2.8073549206149093,7,3.56
1513268790,196,MC,6.148468295917647,8.591781316711952,3.1538053304525246,5,4.45
1513268790,197,MC,6.566672429803241,11.747328625771214,2.0483630201187037,13,4.19
1513268790,198,MC,6.249975242259483,9.134634235201355,1.7752937151003247,8,4.13
1513268790,199,MC,6.450470422144176,1.3990897856672782,2.791413382627644,4,4.57
1513268790,200,MC,6.499787040655854,7.476984270374399,2.0995356756119072,6,4.25
1513268790,201,MC,6.246106765481563,11.673688406394172,3.3058084224709097,5,4.48
1513268790,202,MC,5.703782474656201,14.611485135596029,1.684498174787319,9,3.11
1513268790,203,MC,6.274762021241939,8.819300605191378,2.0163018137062187,8,4.46
1513268790,204,MC,6.285998094508865,1.8168033978660032,2.0834160092868337,8,4.97
1513268790,205,MC,5.703782474656201,8.28966153331138,2.5849624978357664,9,3.56
1513268790,206,MC,6.248042874508429,3.897306074473443,2.1699250028850074,4,4.11
1513268790,207,MC,6.489204931325317,1.7084558756662918,2.65207669740409,5,5.03
1513268790,208,MC,6.651571873589727,8.60169370877708,2.0483630201187037,6,5.32
1513268790,209,MC,6.137727054086234,0.4753749664797654,2.305808429604235,6,5.32
1513268790,210,MC,6.300785794663244,0.4162810827083636,1.523561955876676,5,6.31
1513268790,211,MC,6.586171654854675,1.4534986470508633,1.7752937151003247,4,5.72
1513268790,212,MC,6.406879986069314,11.509939596924072,2.5849624978357664,6,4.94
1513268790,213,MC,6.333279628139691,15.794385841761033,2.791413382627644,4,4.05
1513268790,214,MC,6.333279628139691,4.611512531288799,3.337869637313689,3,6.52
1513268790,215,MC,6.251903883165888,2.8070083007165985,2.2278059179784,5,4.09
1513268790,216,MC,6.180016653652572,7.868830917961429,1.4757334301548817,4,4.71
1513268790,217,MC,6.317164686747284,3.210395328141825,3.0,4,6.29
1513268790,218,MC,6.39024066706535,8.641167166803113,1.8797057685906002,6,5.29
1513268790,77,HC,5.793013608384144,7.179713634219241,0.08152988558047598,6,4.81
1513268790,78,HC,6.668228248417403,2.33928153170769,0.3625700789725096,4,6.03
1513268790,79,HC,6.309918278226516,9.458800206229045,0.26628006561039025,8,4.62
1513268790,80,HC,6.152732694704104,9.149316050140213,0.1358834273693311,5,5.36
1513268790,81,HC,6.311734809152915,4.372872500639281,0.08061846007562294,8,5.07
1513268790,82,HC,6.315358001522335,4.75400497304286,0.22239242157689704,4,5.72
1513268790,83,HC,5.703782474656201,7.538109656213455,0.4821516949541814,5,5.04
1513268790,84,HC,6.406879986069314,0.8806067228138089,0.3580475211004071,5,5.05
1513268790,85,HC,6.142037405587356,5.6219219559627565,0.11818142573252954,5,5.88
1513268790,86,HC,6.2166061010848646,6.529582753635841,0.06485114441629873,10,3.19
1513268790,87,HC,6.295266001439646,1.2313153782884314,0.06558834095655586,5,4.95
1513268790,88,HC,6.267200548541362,9.56212944665923,0.16992500126197554,6,5.4
1513268790,89,HC,6.1070228877422545,9.327997081288826,0.15200309344504995,5,3.3
1513268790,90,HC,6.401917196727186,7.572199369336877,0.3625700789725096,6,5.71
1513268790,91,HC,6.194405391104672,5.808782825951707,0.09953567406616268,5,5.54
1513268790,92,HC,5.703782474656201,8.197180194988704,0.2537565929671306,10,3.88
1513268790,93,HC,6.4692503167957724,7.957751451902329,0.06634249448923829,4,5.24
1513268790,94,HC,5.703782474656201,1.5855916418725522,0.27563444177818286,7,5.4
1513268790,95,HC,6.09807428216624,2.398951600355145,0.01630181224712914,4,4.82
1513268790,96,HC,6.467698726104354,9.317335532796536,0.03242147736449224,6,5.4
1513268790,97,HC,6.154858094016418,0.2710333713983235,0.1018796137377121,5,4.68
1513268790,98,HC,6.385194398997726,10.303757161293452,0.3672089739582339,7,4.46
1513268790,99,HC,6.309918278226516,15.801171589233476,0.08341600775826401,7,3.52
1513268790,100,HC,6.371611847231857,10.703942743544962,0.04836302161058185,11,2.98
1513268790,101,HC,6.2766434893416445,5.848411068363515,0.24392558364540246,9,4.61
1513268790,102,HC,6.4692503167957724,0.0251963478241738,0.3672089739582339,3,6.3
1513268790,103,HC,5.703782474656201,1.6218314820970614,0.27563444177818286,4,4.35
1513268790,104,HC,6.040254711277414,16.375789015406635,0.06485114441629873,8,4.51
1513268790,105,HC,5.703782474656201,2.245150267410949,0.04946867601266697,7,4.85
1513268790,106,HC,6.78105762593618,7.6070017785654755,0.04836302161058185,4,5.96
1513268790,107,HC,6.551080335043404,1.8120656198000349,0.03242147736449224,5,5.71
1513268790,108,HC,6.401917196727186,1.3101289217947512,0.15565087002190725,4,5.62
1513268790,109,HC,6.126869184114185,6.54188708040917,0.06634249448923829,6,4.08
1513268790,110,HC,6.3835066348840055,12.605531684605078,0.06485114441629873,5,3.63
1513268790,111,HC,6.369900982828227,7.477090899617933,0.26303440641087183,6,5.19
1513268790,112,HC,6.5722825426940075,1.239298211002205,0.16992500126197554,6,5.28
1513268790,113,HC,6.171700597410915,3.706379534618096,0.11547721754016058,6,4.75
1513268790,114,HC,5.926926025970411,7.761308740503208,0.5449960943022396,4,5.37
1513268790,115,HC,6.349138991379798,8.321730030743549,0.04890959998346531,8,4.4
1513268790,116,HC,6.643789733147672,12.38481964142945,0.09953567406616268,7,2.65
1513268790,117,HC,6.520621127558696,16.434821716349994,0.08439218756848238,10,4.28
1513268790,118,HC,6.152732694704104,5.566794637055192,0.24100809976610313,9,4.51
1513268790,119,HC,6.406879986069314,9.462764062366128,0.04890959998346531,5,4.83
1513268790,120,HC,6.238324625039508,13.350923058501383,0.36923381038706665,11,2.39
1513268790,121,HC,6.154858094016418,9.055575874391533,0.11681366533038726,5,3.4
1513268790,122,HC,6.091309882077698,2.1834313694437655,0.03242147736449224,4,5.13
1513268790,123,HC,5.703782474656201,11.401296780512828,0.06558834095655586,5,3.61
1513268790,124,HC,6.248042874508429,10.906546721539147,0.05004068236381244,7,3.28
1513268790,125,HC,6.253828811575473,10.306323142444326,0.21723071582392794,6,4.46
1513268790,126,HC,6.248042874508429,18.4232934990311,0.01630181224712914,8,2.68
1513268790,127,HC,6.295266001439646,8.922728990932558,0.08246216087088819,5,3.12
1513268790,128,HC,5.703782474656201,6.267386947228248,0.11818142573252954,3,4.43
1513268790,129,HC,6.322565239927284,8.402462814642172,0.22506655488532137,4,5.61
1513268790,130,HC,5.703782474656201,5.386253785520148,0.06558834095655586,4,5.81
1513268790,131,HC,6.22455842927536,1.6664460175053353,0.11681366533038726,4,5.39
1513268790,132,HC,6.597145701886651,7.526518025545301,0.13124453369045122,5,3.49
1513268790,133,HC,6.282266746896006,1.0020778971355595,0.03316686433781187,5,4.84
1513268790,134,HC,6.340359303727752,8.000660435361995,0.16992500126197554,5,4.66
1513268790,135,HC,6.26530121273771,0.1030809404780026,0.13430109188752948,5,5.54
1513268790,136,HC,6.295266001439646,4.550223761931424,0.0641303376164467,5,5.71
1513268790,137,HC,6.20455776256869,7.556125182856635,0.20645087691254374,7,4.46
1513268790,138,HC,6.126869184114185,14.029029709950276,0.01630181224712914,7,2.47
1513268790,139,HC,6.249975242259483,6.220564326565547,0.06634249448923829,6,3.92
1513268790,140,HC,6.013715156042802,0.7911199359949435,0.09621531520955504,5,5.61
1513268790,141,HC,6.369900982828227,11.652647704922314,0.03242147736449224,9,3.11
1513268790,142,HC,6.289715570908998,5.126546912035842,0.09953567406616268,9,4.34
1513268790,143,HC,6.278521424165844,0.0250100933005183,0.03278993495184249,4,5.96
1513268790,144,HC,5.703782474656201,4.10690373883706,0.28950661751558376,5,4.94
1513268790,145,HC,6.77078942390898,1.7271349113765015,0.3992701838805169,3,2.91
1513268790,146,HC,6.419994928147142,4.337241822964128,0.11547721754016058,6,5.29
1513272011,5,LC,6.714170529909472,2.532531213210892,33.219280948873624,8,5.29
1513272011,6,LC,6.46302945692067,4.950842556608362,33.219280948873624,6,5.71
1513272011,7,LC,6.461468176353717,5.727484907062348,4.475733438179873,4,5.36
1513272011,8,LC,6.807934943699926,4.761935781004747,33.219280948873624,4,5.81
1513272011,9,LC,6.51025834052315,12.410499230943032,6.491853110756625,12,3.56
1513272011,10,LC,6.654152520183219,5.20631212154071,4.475733438179873,6,4.56
1513272011,11,LC,6.883462586413092,7.371349774492048,33.219280948873624,5,5.3
1513272011,12,LC,6.396929655216146,4.990999129723621,6.523561984910914,9,4.61
1513272011,13,LC,6.900730664045173,13.721450057826257,5.523561984910914,7,3.72
1513272011,14,LC,6.915723448631314,3.1841996186930053,33.219280948873624,5,5.61
1513272011,15,LC,6.522092798170152,7.54197169862123,6.491853110756625,4,5.81
1513272011,16,LC,6.742880635791903,10.111032026875383,33.219280948873624,5,3.56
1513272011,17,LC,6.556778356158042,12.952204681185878,33.219280948873624,9,1.81
1513272011,18,LC,6.556778356158042,6.459870618004508,33.219280948873624,4,4.57
1513272011,19,LC,6.752270376141742,4.673189981437124,33.219280948873624,5,5.52
1513272011,20,LC,6.8658910748834385,11.990924852453295,33.219280948873624,8,3.69
1513272011,21,LC,6.48768401848461,9.70685215942968,33.219280948873624,4,6.04
1513272011,22,LC,6.790097235513905,7.477823545710609,33.219280948873624,3,3.31
1513272011,23,LC,6.75343791859778,8.18435854440158,33.219280948873624,9,3.42
1513272011,24,LC,6.448889394146858,6.665637540802806,33.219280948873624,5,4.89
1513272011,25,LC,6.579251212010101,8.968698494342883,33.219280948873624,4,3.94
1513272011,26,LC,6.612041034833092,6.8656629947847,33.219280948873624,5,4.63
1513272011,27,LC,6.6240652277998935,5.958087844471746,4.5077946387560015,4,6.29
1513272011,28,LC,6.620073206530356,0.0009981858780173,33.219280948873624,6,4.4
1513272011,29,LC,6.47543271670409,3.92233127000049,4.922832138034845,7,4.16
1513272011,30,LC,6.5337888379333435,10.562376416493704,33.219280948873624,7,3.43
1513272011,31,LC,6.590301048196686,2.7721429458377846,33.219280948873624,3,6.52
1513272011,32,LC,6.939253946041508,6.6991631508313985,4.93859943994711,4,3.99
1513272011,33,LC,6.7226297948554485,10.222664589689224,4.922832138034845,6,4.1
1513272011,34,LC,6.75110146893676,11.9413924731436,33.219280948873624,4,4.3
1513272011,35,LC,6.742880635791903,3.5911429033727726,4.906890610035469,5,5.7
1513272011,36,LC,6.733401891837359,19.158554147207493,5.475733438179873,6,2.6
1513272011,37,LC,6.654152520183219,10.226959340446571,5.459431601324957,7,3.76
1513272011,38,LC,6.732210706467206,5.368912774833651,33.219280948873624,5,4.45
1513272011,39,LC,6.473890696352274,4.136174154118005,33.219280948873624,8,3.59
1513272011,40,LC,6.522092798170152,7.491782345585238,33.219280948873624,4,5.81
1513272011,41,LC,6.833031732786201,4.328800914459781,33.219280948873624,5,5.71
1513272011,42,LC,6.883462586413092,1.8783652756729492,5.5077946387560015,5,5.71
1513272011,43,LC,6.61338421837956,6.334214589839312,33.219280948873624,7,4.86
1513272011,44,LC,7.012636299100349,10.846322524790612,33.219280948873624,3,3.72
1513272011,45,LC,6.473890696352274,4.572192825752638,33.219280948873624,4,5.04
1513272011,46,LC,6.787844982309579,7.476858379073967,4.491853110756625,4,4.11
1513272011,47,LC,6.795705775173514,5.574600585612553,6.523561984910914,10,4.68
1513272011,48,LC,6.590301048196686,18.85593293730351,33.219280948873624,6,4.42
1513272011,49,LC,6.473890696352274,3.2896752026059586,5.491853110756625,3,4.79
1513272011,50,LC,6.779921907472252,13.663571704435489,33.219280948873624,3,4.01
1513272011,51,LC,6.779921907472252,4.840248769005731,33.219280948873624,7,4.63
1513272011,52,LC,6.723832440821209,7.680605537620533,4.906890610035469,3,4.18
1513272011,53,LC,7.012636299100349,5.89186558079172,5.491853110756625,6,3.59
1513272011,54,LC,6.62273632394984,8.595479631636106,33.219280948873624,2,6.95
1513272011,55,LC,6.522092798170152,11.390911780123128,33.219280948873624,7,3.62
1513272011,56,LC,6.556778356158042,4.959921176782108,33.219280948873624,6,4.8
1513272011,57,LC,6.6240652277998935,15.661739062803566,5.539158834191152,9,4.16
1513272011,58,LC,6.486160788944089,2.686069240716617,6.5077946387560015,5,5.61
1513272011,59,LC,6.8501261661455,4.72994391225655,33.219280948873624,6,4.21
1513272011,60,LC,6.734591659972948,1.0465758283065485,5.491853110756625,5,4.44
1513272011,61,LC,6.612041034833092,13.46444197909495,6.475733438179873,7,2.71
1513272011,62,LC,6.436150368369428,2.8589699349697315,5.5077946387560015,3,4.94
1513272011,63,LC,6.77078942390898,5.089329178458526,33.219280948873624,10,5.0
1513272011,64,LC,6.590301048196686,9.731364502691854,6.475733438179873,4,3.99
1513272011,65,LC,6.532334292222349,4.753446373392857,33.219280948873624,6,4.26
1513272011,66,LC,6.612041034833092,14.400324742813655,33.219280948873624,7,3.82
1513272011,67,LC,6.741700694652055,1.0590505898868825,4.475733438179873,4,5.62
1513272011,68,LC,6.742880635791903,1.114306895782594,33.219280948873624,3,4.32
1513272011,69,LC,6.633318433280377,4.034823058138043,6.491853110756625,4,5.13
1513272011,70,LC,6.436150368369428,8.388111206392972,6.539158834191152,12,4.4
1513272011,71,LC,6.694562058521095,4.760211138981895,33.219280948873624,8,3.91
1513272011,72,LC,6.5337888379333435,10.63078148397848,33.219280948873624,8,4.06
1513272011,73,LC,6.652863029353347,7.846947157535042,5.5077946387560015,5,5.02
1513272011,74,LC,6.79794041297493,11.443318333494044,4.475733438179873,4,4.45
1513272011,149,MC,6.663132695990803,2.8701981662966114,2.758991897832768,7,4.86
1513272011,150,MC,6.569481420414296,12.052151244845277,3.507794638756001,5,2.83
1513272011,151,MC,6.61338421837956,3.7912742986675982,3.700439716698397,9,4.72
1513272011,152,MC,6.704414354964107,11.676587345957117,1.7752937151003247,9,4.68
1513272011,153,MC,6.579251212010101,6.662747544337707,2.420331797505662,7,4.56
1513272011,154,MC,6.590301048196686,5.6719912651084465,3.3058084224709097,7,4.42
1513272011,155,MC,6.523562306149512,7.963414496629939,1.3882705893766007,5,3.42
1513272011,156,MC,6.665683717782408,2.786560423442265,3.475733438179873,3,6.52
1513272011,157,MC,6.558197802812269,5.989572364399899,3.4918530945263058,8,5.47
1513272011,158,MC,6.723832440821209,7.903753027115028,2.0995356756119072,9,4.78
1513272011,159,MC,6.396929655216146,9.668418164545464,2.1538053368725176,5,5.03
1513272011,160,MC,6.579251212010101,15.82903690625687,2.43609911243047,7,4.9
1513272011,161,MC,6.436150368369428,10.344679401170351,3.2016338634779626,5,4.23
1513272011,162,MC,6.396929655216146,5.1077944565288947e-05,2.115477215977241,6,4.4
1513272011,163,MC,6.643789733147672,5.1803716343457715,1.7045441156188983,5,4.7
1513272011,164,MC,6.643789733147672,2.3096413537273905,2.032421480315459,3,5.68
1513272011,165,MC,6.590301048196686,9.904808318156393,1.491853094526306,5,5.26
1513272011,166,MC,6.523562306149512,7.690370712536524,1.684498174787319,6,3.53
1513272011,167,MC,6.5337888379333435,0.6773607647075199,2.568842834011364,3,5.32
1513272011,168,MC,6.977281341630747,5.385179581882859,2.4918530945263058,8,4.85
1513272011,169,MC,6.742880635791903,0.4038613555763059,1.201633860159764,8,4.85
1513272011,170,MC,6.508769136971682,6.202956054839609,2.7752937101618684,4,5.81
1513272011,171,MC,6.654152520183219,4.578361155508484,1.720845926505304,5,4.44
1513272011,172,MC,6.498282149476434,10.823872060031803,2.2278059179784,9,3.13
1513272011,173,MC,6.5337888379333435,17.273571022125005,2.922832138034845,12,2.55
1513272011,174,MC,6.977281341630747,10.30588561858053,2.305808429604235,6,4.12
1513272011,175,MC,6.674561391814426,1.2071772692745346,1.491853094526306,6,6.25
1513272011,176,MC,6.655440350367647,5.048619509138093,1.6338721021970646,9,4.72
1513272011,177,MC,7.006629319773913,1.0956511637215764,2.8073549206149093,4,6.29
1513272011,178,MC,6.498282149476434,11.82578985441965,3.3058084224709097,5,2.64
1513272011,179,MC,6.51025834052315,4.041734008980314,2.6683785069508503,5,6.08
1513272011,180,MC,6.498282149476434,10.035764163690576,2.032421480315459,7,4.21
1513272011,181,MC,6.63200177739563,0.7592487990676512,2.6844981701500847,6,5.32
1513272011,182,MC,6.806829360392176,6.4552215829863835,3.71620702493104,5,3.85
1513272011,183,MC,6.741700694652055,2.133853930679544,2.874469121763328,6,4.79
1513272011,184,MC,6.6240652277998935,1.5556314041789967,1.491853094526306,9,3.2
1513272011,185,MC,7.006629319773913,0.5128904020257242,3.6844981701500847,7,5.25
1513272011,186,MC,6.633318433280377,5.210224038917236,1.6166713583325416,6,4.32
1513272011,187,MC,6.96979066990159,1.0781670634695617,2.0834160092868337,3,4.72
1513272011,188,MC,6.723832440821209,3.42020590702721,3.3536369539735027,6,4.75
1513272011,189,MC,6.51025834052315,3.2995944739771224,2.032421480315459,7,4.65
1513272011,190,MC,6.931471805599453,7.0993028018430335,2.1699250028850074,8,3.54
1513272011,191,MC,6.695798917058491,6.315324015468541,2.2439255836454026,5,4.21
1513272011,192,MC,6.695798917058491,6.368107554810147,3.475733438179873,8,3.7
1513272011,193,MC,6.742880635791903,10.975096020661734,2.2278059179784,6,2.63
1513272011,194,MC,6.580639137284949,2.93263165217813,3.1538053304525246,5,3.85
1513272011,195,MC,6.672032945461067,9.308197750590896,2.8073549206149093,7,3.56
1513272011,196,MC,6.815639990074331,8.591781316711952,3.1538053304525246,5,4.45
1513272011,197,MC,6.566672429803241,11.747328625771214,2.0483630201187037,13,4.19
1513272011,198,MC,6.79794041297493,9.134634235201355,1.7752937151003247,8,4.13
1513272011,199,MC,6.695798917058491,1.3990897856672782,2.791413382627644,4,4.57
1513272011,200,MC,6.78897174299217,7.476984270374399,2.0995356756119072,6,4.25
1513272011,201,MC,6.805722553416985,11.673688406394172,3.3058084224709097,5,4.48
1513272011,202,MC,6.643789733147672,14.611485135596029,1.684498174787319,9,3.11
1513272011,203,MC,6.703188113240863,8.819300605191378,2.0163018137062187,8,4.46
1513272011,204,MC,6.590301048196686,1.8168033978660032,2.0834160092868337,8,4.97
1513272011,205,MC,6.5337888379333435,8.28966153331138,2.5849624978357664,9,3.56
1513272011,206,MC,6.643789733147672,3.897306074473443,2.1699250028850074,4,4.11
1513272011,207,MC,6.75110146893676,1.7084558756662918,2.65207669740409,5,5.03
1513272011,208,MC,6.78897174299217,8.60169370877708,2.0483630201187037,6,5.32
1513272011,209,MC,6.796823718274855,0.4753749664797654,2.305808429604235,6,5.32
